Customer_rating,Cost_of_the_Product,Weight_in_gms,Reached.on.Time_Y.N,order_id,supplier_id,supplier_rating,supplier_lead_time,order_date,promised_delivery_date,actual_delivery_date,shipping_distance_km,unit_price,total_order_value,weather_condition,region,holiday_period,previous_on_time_rate,carrier_name,delayed_reason_code,on_time_delivery,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Product_importance_low,Product_importance_medium,Cost_to_Weight_Ratio
2,267,1876,0,ORD10702,SUP_007,2.81,14,2025-11-18,2025-12-02,2025-12-01,368,49.29,1335,Storm,East,No,0.54,DHL,Weather,1,False,False,True,False,0.1423240937407654
5,260,1128,0,ORD10703,SUP_011,3.56,8,2025-02-09,2025-02-17,2025-02-22,734,15.31,1300,Storm,South,Yes,0.52,FedEx,Customs,0,False,False,True,False,0.23049645369636837
3,259,1867,1,ORD10704,SUP_012,3.27,10,2025-06-26,2025-07-06,2025-07-10,1079,42.49,1295,Clear,North,No,0.96,LocalTruckers,Weather,0,False,True,True,False,0.13872522756361796
1,257,1619,0,ORD10705,SUP_011,3.49,5,2025-11-21,2025-11-26,2025-11-29,1374,20.98,1285,Clear,West,Yes,0.69,LocalTruckers,Traffic,0,False,True,False,True,0.1587399628420383
4,228,1044,0,ORD10706,SUP_019,4.25,12,2025-06-26,2025-07-08,2025-07-06,1931,44.42,1140,Storm,North,No,0.64,DHL,Weather,1,False,True,True,False,0.21839080438851452
4,255,1255,1,ORD10707,SUP_013,2.72,12,2025-05-13,2025-05-25,2025-05-27,150,29.51,1530,Rainy,East,No,0.74,LocalTruckers,Traffic,0,False,True,True,False,0.20318725083411374
2,262,1774,0,ORD10708,SUP_004,5.0,3,2025-02-08,2025-02-11,2025-02-12,465,19.69,1572,Storm,West,No,0.58,LocalTruckers,Customs,0,False,True,True,False,0.14768883869916075
1,262,1893,0,ORD10709,SUP_014,4.09,8,2025-01-06,2025-01-14,2025-01-17,1013,38.39,1310,Storm,South,Yes,0.7,FedEx,Traffic,0,False,True,False,True,0.13840464863264412
1,241,1116,1,ORD10710,SUP_012,4.68,3,2025-05-05,2025-05-08,2025-05-07,1433,43.66,1205,Clear,North,No,0.59,FedEx,Weather,1,False,True,True,False,0.21594982059502701
2,262,1069,0,ORD10711,SUP_002,4.57,11,2025-02-01,2025-02-12,2025-02-13,1204,28.81,1572,Clear,West,Yes,0.65,LocalTruckers,Weather,0,False,True,False,True,0.24508886787175968
3,263,1345,1,ORD10712,SUP_008,4.41,4,2025-05-25,2025-05-29,2025-05-29,944,38.56,1578,Clear,North,No,0.95,DHL,Weather,1,False,True,False,True,0.19553903331186687
2,233,1097,0,ORD10713,SUP_019,2.6,13,2025-06-25,2025-07-08,2025-07-11,435,17.26,1165,Storm,West,No,0.57,DHL,Weather,0,False,True,True,False,0.2123974473907042
5,221,1123,1,ORD10714,SUP_013,3.79,4,2025-02-07,2025-02-11,2025-02-16,1093,47.5,1105,Storm,South,No,0.73,LocalTruckers,Weather,0,False,True,True,False,0.19679430080427932
4,254,1350,0,ORD10715,SUP_001,3.32,9,2025-03-23,2025-04-01,2025-04-04,1796,13.86,1270,Clear,North,Yes,0.82,DHL,Weather,0,False,True,True,False,0.18814814800877913
2,254,1926,0,ORD10716,SUP_005,2.78,4,2025-04-20,2025-04-24,2025-04-29,344,18.88,1270,Storm,East,Yes,0.95,LocalTruckers,Traffic,0,False,True,False,True,0.1318795430260231
2,224,1022,0,ORD10717,SUP_011,3.36,12,2025-02-10,2025-02-22,2025-02-24,445,21.53,1120,Clear,West,Yes,0.95,LocalTruckers,Weather,0,False,True,True,False,0.21917808197732086
3,225,1310,0,ORD10718,SUP_011,4.11,10,2025-08-27,2025-09-06,2025-09-08,1518,16.11,1125,Storm,North,No,0.62,FedEx,Traffic,0,False,True,True,False,0.17175572505972844
2,246,1072,1,ORD10719,SUP_013,3.08,8,2025-04-02,2025-04-10,2025-04-09,341,26.27,1230,Rainy,West,Yes,0.96,FedEx,Weather,1,False,True,True,False,0.22947761172623354
5,221,1429,0,ORD10720,SUP_002,3.61,9,2025-06-03,2025-06-12,2025-06-15,1563,28.31,1326,Clear,East,Yes,0.66,DHL,Weather,0,False,True,False,True,0.15465360381059928
3,257,1080,0,ORD10721,SUP_019,3.51,9,2025-03-15,2025-03-24,2025-03-26,397,30.74,1285,Rainy,West,No,0.94,DHL,Weather,0,False,True,False,True,0.23796296274262685
1,234,1837,0,ORD10722,SUP_016,2.63,8,2025-06-13,2025-06-21,2025-06-21,1338,11.63,1170,Clear,South,Yes,0.55,LocalTruckers,Weather,1,False,True,False,True,0.12738160036615045
1,216,1678,1,ORD10723,SUP_005,4.07,12,2025-02-19,2025-03-03,2025-03-08,814,18.76,1296,Clear,West,No,0.6,FedEx,Weather,0,False,True,True,False,0.1287246721521307
5,221,1958,1,ORD10724,SUP_014,4.05,13,2025-04-22,2025-05-05,2025-05-09,93,42.31,1105,Storm,West,No,0.54,FedEx,Weather,0,False,True,True,False,0.1128702757339784
2,249,1195,0,ORD10725,SUP_019,4.92,11,2025-02-11,2025-02-22,2025-02-26,124,42.42,1245,Clear,South,No,0.65,FedEx,Weather,0,False,True,True,False,0.20836820066245337
5,240,1750,1,ORD10726,SUP_005,3.25,11,2025-05-07,2025-05-18,2025-05-22,102,23.2,1200,Rainy,West,No,0.93,LocalTruckers,Weather,0,False,True,True,False,0.13714285706448978
1,219,1419,1,ORD10727,SUP_009,3.55,9,2025-10-03,2025-10-12,2025-10-14,1359,28.45,1095,Rainy,West,No,0.58,FedEx,Weather,0,False,True,True,False,0.15433403794620573
4,219,1363,1,ORD10728,SUP_012,3.51,11,2025-05-19,2025-05-30,2025-06-02,1956,17.34,1095,Storm,West,Yes,0.61,FedEx,Weather,0,False,True,True,False,0.16067498154022378
2,278,1879,0,ORD10729,SUP_016,4.8,12,2025-09-01,2025-09-13,2025-09-17,115,42.89,1112,Clear,North,Yes,0.61,DHL,Weather,0,False,True,False,True,0.14795103770731716
4,232,1861,0,ORD10730,SUP_019,3.52,5,2025-07-08,2025-07-13,2025-07-11,87,48.27,1160,Clear,South,Yes,0.63,FedEx,Weather,1,False,True,False,True,0.12466415898728417
1,253,1235,0,ORD10731,SUP_015,3.61,5,2025-03-17,2025-03-22,2025-03-23,815,21.65,1265,Storm,East,Yes,0.51,DHL,Customs,0,False,True,True,False,0.2048582994292645
3,253,1464,0,ORD10732,SUP_017,3.13,3,2025-01-18,2025-01-21,2025-01-24,1879,41.28,1265,Clear,East,No,0.71,DHL,Weather,0,False,True,True,False,0.17281420753223073
1,261,1129,0,ORD10733,SUP_015,2.5,7,2025-05-22,2025-05-29,2025-06-03,466,24.1,1305,Clear,East,Yes,0.98,DHL,Weather,0,False,True,True,False,0.23117803345334095
1,251,1827,0,ORD10734,SUP_003,2.78,6,2025-03-18,2025-03-24,2025-03-24,760,10.11,1506,Rainy,North,Yes,0.72,LocalTruckers,Weather,1,False,True,True,False,0.1373836890326307
5,275,1646,0,ORD10735,SUP_017,4.26,4,2025-06-01,2025-06-05,2025-06-08,797,33.99,1375,Rainy,West,No,0.9,DHL,Traffic,0,False,True,True,False,0.1670716888413902
4,229,1175,0,ORD10736,SUP_013,4.21,11,2025-08-07,2025-08-18,2025-08-18,1542,26.42,1374,Rainy,West,No,0.78,FedEx,Weather,1,False,True,False,True,0.19489361685540968
3,257,1812,0,ORD10737,SUP_009,3.31,5,2025-07-26,2025-07-31,2025-08-03,1128,40.34,1285,Rainy,East,No,0.51,FedEx,Weather,0,False,True,False,True,0.1418322295023001
3,229,1424,0,ORD10738,SUP_013,3.68,10,2025-03-26,2025-04-05,2025-04-09,893,39.95,1145,Clear,East,No,0.79,DHL,Traffic,0,False,True,True,False,0.16081460662864142
1,255,1918,1,ORD10739,SUP_016,3.24,8,2025-01-26,2025-02-03,2025-02-04,165,47.84,1275,Clear,South,Yes,0.96,LocalTruckers,Weather,0,False,True,False,True,0.13295099054590667
3,242,1716,0,ORD10740,SUP_019,4.33,7,2025-01-19,2025-01-26,2025-01-27,1670,27.51,1210,Rainy,North,No,0.77,FedEx,Customs,0,False,True,True,False,0.14102564094345824
3,192,1406,1,ORD10741,SUP_014,4.61,3,2025-05-25,2025-05-28,2025-05-28,328,29.3,768,Clear,West,Yes,0.76,FedEx,Weather,1,False,True,True,False,0.13655761014469586
3,218,1433,0,ORD10742,SUP_008,4.75,6,2025-12-22,2025-12-28,2025-12-31,503,26.02,1090,Storm,South,Yes,0.83,DHL,Weather,0,False,True,False,True,0.15212840184778198
3,219,1019,0,ORD10743,SUP_019,2.93,5,2025-09-01,2025-09-06,2025-09-07,1215,21.88,1314,Storm,East,Yes,0.93,DHL,Traffic,0,False,True,True,False,0.21491658467623495
1,261,1644,1,ORD10744,SUP_003,4.24,3,2025-02-19,2025-02-22,2025-02-21,657,35.51,1305,Clear,East,Yes,0.78,LocalTruckers,Weather,1,False,True,False,True,0.15875912399102243
4,236,1017,0,ORD10745,SUP_018,4.91,14,2025-08-14,2025-08-28,2025-08-31,1122,43.12,1180,Clear,South,No,0.7,DHL,Traffic,0,False,True,False,True,0.2320550636852949
1,257,1258,1,ORD10746,SUP_016,4.13,7,2025-11-13,2025-11-20,2025-11-21,418,16.31,1542,Rainy,West,Yes,0.52,DHL,Traffic,0,False,True,True,False,0.20429252765954486
4,252,1539,1,ORD10747,SUP_014,3.38,8,2025-01-16,2025-01-24,2025-01-22,419,49.27,1260,Rainy,West,Yes,0.55,FedEx,Weather,1,False,True,False,True,0.16374268995208402
2,232,1500,0,ORD10748,SUP_016,4.09,4,2025-10-20,2025-10-24,2025-10-22,350,37.35,1160,Storm,South,No,0.82,DHL,Weather,1,False,True,False,True,0.15466666656355554
4,229,1069,1,ORD10749,SUP_017,4.22,5,2025-02-23,2025-02-28,2025-02-27,766,41.2,1145,Clear,West,Yes,0.8,FedEx,Weather,1,False,True,True,False,0.21421889596424798
1,202,1556,1,ORD10750,SUP_020,3.49,13,2025-03-16,2025-03-29,2025-03-30,1996,49.95,606,Clear,South,No,0.62,DHL,Weather,0,False,True,False,True,0.12982005133044983
5,228,1618,0,ORD10751,SUP_011,2.76,8,2025-09-17,2025-09-25,2025-09-23,1020,30.16,1140,Rainy,East,No,0.85,LocalTruckers,Weather,1,False,True,False,True,0.14091470943083145
5,244,1222,0,ORD10752,SUP_013,4.02,6,2025-09-22,2025-09-28,2025-10-02,1425,12.85,1464,Clear,West,No,0.64,FedEx,Traffic,0,False,True,True,False,0.19967266759437588
1,260,1257,0,ORD10753,SUP_011,4.51,11,2025-03-05,2025-03-16,2025-03-19,244,41.61,1300,Rainy,South,No,0.65,LocalTruckers,Weather,0,False,True,True,False,0.2068416863907385
5,245,1841,0,ORD10754,SUP_004,4.99,7,2025-08-24,2025-08-31,2025-09-02,1378,44.83,1225,Rainy,West,No,0.53,FedEx,Customs,0,False,True,True,False,0.13307984783645851
5,227,1186,0,ORD10755,SUP_014,3.06,6,2025-07-12,2025-07-18,2025-07-19,299,16.5,1135,Clear,North,Yes,0.77,FedEx,Weather,0,False,True,False,True,0.1913996625704893
1,300,1027,0,ORD10756,SUP_005,4.25,4,2025-10-20,2025-10-24,2025-10-29,307,10.97,1500,Rainy,West,Yes,0.64,LocalTruckers,Weather,0,False,True,False,True,0.2921129500563652
4,160,1645,0,ORD10757,SUP_004,2.57,8,2025-07-25,2025-08-02,2025-08-01,1039,15.43,800,Storm,North,Yes,0.9,DHL,Weather,1,False,True,True,False,0.09726443763084228
4,274,1969,0,ORD10758,SUP_001,4.92,12,2025-05-08,2025-05-20,2025-05-21,1523,22.96,1370,Rainy,South,No,0.89,DHL,Weather,0,False,True,True,False,0.13915693238234791
4,260,1952,1,ORD10759,SUP_014,2.53,4,2025-09-07,2025-09-11,2025-09-11,1944,46.97,1300,Storm,North,Yes,0.56,FedEx,Weather,1,False,True,True,False,0.13319672124323936
3,253,1367,1,ORD10760,SUP_007,3.4,14,2025-09-21,2025-10-05,2025-10-05,108,10.1,1265,Clear,North,Yes,0.58,LocalTruckers,Weather,1,False,True,True,False,0.18507681039862706
5,218,1574,1,ORD10761,SUP_010,2.69,9,2025-03-11,2025-03-20,2025-03-18,1294,42.15,1090,Clear,North,No,0.66,DHL,Weather,1,False,True,True,False,0.13850063523602246
1,220,1156,1,ORD10762,SUP_002,4.05,5,2025-06-25,2025-06-30,2025-07-05,1645,44.19,1100,Clear,South,No,0.78,DHL,Traffic,0,False,True,True,False,0.19031141852049183
2,253,1326,0,ORD10763,SUP_010,3.35,11,2025-11-15,2025-11-26,2025-11-26,1607,42.44,1265,Clear,West,Yes,0.67,DHL,Weather,1,False,True,False,True,0.19079939653785866
1,259,1871,1,ORD10764,SUP_003,4.33,13,2025-06-06,2025-06-19,2025-06-18,1930,13.29,1295,Clear,North,Yes,0.67,LocalTruckers,Weather,1,False,True,True,False,0.13842864770794833
1,235,1259,1,ORD10765,SUP_008,3.72,7,2025-08-04,2025-08-11,2025-08-16,1435,37.17,1175,Rainy,North,No,0.57,DHL,Weather,0,False,True,True,False,0.18665607610273544
1,274,1558,1,ORD10766,SUP_010,3.55,10,2025-05-18,2025-05-28,2025-05-26,991,48.16,1370,Clear,East,Yes,0.66,DHL,Weather,1,False,True,True,False,0.17586649539418067
2,264,1318,0,ORD10767,SUP_008,3.37,13,2025-10-09,2025-10-22,2025-10-21,1126,14.81,1320,Clear,South,Yes,0.73,FedEx,Weather,1,False,True,False,True,0.2003034899845952
2,258,1010,0,ORD10768,SUP_014,2.72,8,2025-09-02,2025-09-10,2025-09-13,836,11.27,1290,Clear,East,Yes,0.98,FedEx,Customs,0,False,True,False,True,0.25544554430153904
1,237,1154,1,ORD10769,SUP_018,3.01,14,2025-03-01,2025-03-15,2025-03-14,610,44.95,1185,Storm,East,Yes,0.91,LocalTruckers,Weather,1,False,True,False,True,0.20537261680643618
1,273,1826,0,ORD10770,SUP_009,4.1,12,2025-09-07,2025-09-19,2025-09-19,1025,35.8,1638,Rainy,South,No,0.89,FedEx,Weather,1,False,True,False,True,0.1495071193047606
1,249,1415,1,ORD10771,SUP_009,3.74,10,2025-04-10,2025-04-20,2025-04-23,578,35.86,1494,Clear,West,Yes,0.77,DHL,Customs,0,False,True,False,True,0.17597173132440158
1,250,1292,0,ORD10772,SUP_004,2.68,13,2025-08-06,2025-08-19,2025-08-19,547,48.58,1500,Clear,West,No,0.68,FedEx,Weather,1,False,True,False,True,0.19349845186261727
4,229,1716,1,ORD10773,SUP_003,3.86,14,2025-03-11,2025-03-25,2025-03-24,688,40.79,1145,Rainy,West,No,0.92,FedEx,Weather,1,False,True,False,True,0.13344988337211544
4,223,1713,0,ORD10774,SUP_014,2.64,5,2025-04-15,2025-04-20,2025-04-20,1070,25.9,1115,Storm,West,No,0.67,DHL,Weather,1,False,True,True,False,0.13018096898413253
1,272,1149,0,ORD10775,SUP_014,3.78,5,2025-02-02,2025-02-07,2025-02-12,204,27.43,1360,Clear,North,Yes,0.79,DHL,Weather,0,False,True,False,True,0.2367275890019777
3,230,1996,0,ORD10776,SUP_016,4.91,7,2025-02-21,2025-02-28,2025-02-28,1052,15.79,1150,Storm,East,Yes,0.63,LocalTruckers,Weather,1,False,True,True,False,0.11523046086411298
2,226,1981,1,ORD10777,SUP_005,3.27,13,2025-10-07,2025-10-20,2025-10-20,1860,22.16,1356,Rainy,North,Yes,0.88,LocalTruckers,Weather,1,False,True,True,False,0.11408379600500565
5,263,1114,1,ORD10778,SUP_020,4.31,12,2025-11-25,2025-12-07,2025-12-08,1820,27.82,1315,Clear,North,No,0.75,DHL,Weather,0,False,True,False,True,0.2360861757306228
5,243,1243,1,ORD10779,SUP_015,4.36,5,2025-04-06,2025-04-11,2025-04-14,1563,20.44,1215,Rainy,North,Yes,0.94,FedEx,Customs,0,False,True,True,False,0.19549477055873307
2,269,1165,0,ORD10780,SUP_009,3.51,10,2025-10-07,2025-10-17,2025-10-22,847,46.63,1345,Clear,West,No,0.78,LocalTruckers,Weather,0,False,True,False,True,0.2309012873554495
4,234,1871,0,ORD10781,SUP_007,3.98,12,2025-01-23,2025-02-04,2025-02-07,127,10.47,1170,Clear,South,Yes,0.58,FedEx,Traffic,0,False,True,True,False,0.12506680912610005
2,267,1307,1,ORD10782,SUP_013,3.68,14,2025-12-20,2026-01-03,2026-01-07,1247,33.48,1335,Clear,East,No,0.99,FedEx,Customs,0,False,True,False,True,0.20428462111378376
1,240,1144,1,ORD10783,SUP_008,3.21,10,2025-12-24,2026-01-03,2026-01-06,1691,40.86,480,Clear,East,No,0.75,DHL,Weather,0,False,True,True,False,0.20979020960682673
1,247,1842,1,ORD10784,SUP_012,4.39,4,2025-02-25,2025-03-01,2025-03-05,369,39.28,1235,Rainy,South,No,0.62,LocalTruckers,Customs,0,False,True,False,True,0.13409337669158883
3,137,1034,0,ORD10785,SUP_004,4.26,14,2025-10-02,2025-10-16,2025-10-15,1105,35.75,548,Clear,North,No,0.66,LocalTruckers,Weather,1,False,True,True,False,0.13249516428191957
1,248,1861,0,ORD10786,SUP_016,4.75,6,2025-02-02,2025-02-08,2025-02-12,1992,26.41,1240,Storm,North,Yes,0.56,DHL,Weather,0,False,True,False,True,0.13326168719330375
5,222,1861,0,ORD10787,SUP_006,4.05,12,2025-09-17,2025-09-29,2025-10-03,1365,46.74,1332,Clear,North,No,0.54,LocalTruckers,Weather,0,False,True,True,False,0.11929070385852192
2,169,1897,0,ORD10788,SUP_005,3.47,3,2025-12-08,2025-12-11,2025-12-13,571,23.16,507,Rainy,West,No,0.72,DHL,Traffic,0,False,True,False,True,0.08908803369051764
3,241,1324,0,ORD10789,SUP_001,4.29,6,2025-01-12,2025-01-18,2025-01-17,1388,40.01,1205,Storm,South,Yes,0.97,DHL,Weather,1,False,True,True,False,0.18202416904680951
3,136,1826,0,ORD10790,SUP_014,4.05,14,2025-01-26,2025-02-09,2025-02-12,663,47.07,408,Clear,East,No,0.56,DHL,Weather,0,False,True,True,False,0.07447973708955107
4,224,1184,0,ORD10791,SUP_009,4.04,13,2025-01-23,2025-02-05,2025-02-03,679,15.14,1120,Rainy,West,Yes,0.94,FedEx,Weather,1,False,True,False,True,0.18918918902940102
2,259,1042,1,ORD10792,SUP_018,4.62,6,2025-10-11,2025-10-17,2025-10-17,718,47.88,1295,Rainy,West,Yes,0.89,DHL,Weather,1,False,True,False,True,0.24856046041404944
1,260,1338,1,ORD10793,SUP_006,4.78,12,2025-01-22,2025-02-03,2025-02-03,1340,41.04,780,Clear,East,Yes,0.9,DHL,Weather,1,False,True,True,False,0.19431988027330352
2,217,1744,0,ORD10794,SUP_015,2.95,11,2025-03-21,2025-04-01,2025-04-03,1495,34.66,1085,Storm,South,Yes,0.85,DHL,Weather,0,False,True,False,True,0.12442660543324162
5,224,1505,0,ORD10795,SUP_016,3.29,5,2025-02-03,2025-02-08,2025-02-06,294,24.94,1120,Rainy,East,Yes,0.79,DHL,Weather,1,False,True,True,False,0.1488372092034304
3,232,1265,0,ORD10796,SUP_008,4.13,4,2025-07-13,2025-07-17,2025-07-18,640,46.17,1160,Rainy,East,Yes,0.56,DHL,Traffic,0,False,True,False,True,0.1833992093411864
5,156,1015,0,ORD10797,SUP_019,3.89,11,2025-03-15,2025-03-26,2025-03-30,721,11.76,624,Storm,South,Yes,0.78,DHL,Weather,0,True,False,True,False,0.15369458112936493
2,251,1297,0,ORD10798,SUP_005,4.13,11,2025-06-08,2025-06-19,2025-06-24,1164,27.27,1506,Clear,East,No,0.67,LocalTruckers,Customs,0,True,False,True,False,0.1935235156564969
2,253,1438,0,ORD10799,SUP_014,3.58,3,2025-07-21,2025-07-24,2025-07-23,919,40.27,1265,Clear,North,No,0.55,LocalTruckers,Weather,1,True,False,False,True,0.17593880377194795
3,245,1727,1,ORD10800,SUP_007,3.53,8,2025-09-28,2025-10-06,2025-10-07,1509,42.45,1470,Clear,North,Yes,0.89,FedEx,Weather,0,True,False,False,True,0.1418645048396847
5,253,1300,0,ORD10801,SUP_004,2.79,12,2025-04-28,2025-05-10,2025-05-08,690,18.09,1518,Clear,South,No,0.77,DHL,Weather,1,True,False,True,False,0.19461538446568047
3,234,1691,1,ORD10802,SUP_001,4.06,10,2025-12-24,2026-01-03,2026-01-05,1562,11.9,1170,Storm,West,Yes,0.87,LocalTruckers,Weather,0,True,False,True,False,0.13837965692585472
5,229,1954,0,ORD10803,SUP_004,2.94,5,2025-03-22,2025-03-27,2025-03-25,63,42.11,1145,Rainy,West,Yes,0.73,DHL,Weather,1,True,False,True,False,0.11719549635762769
2,250,1897,0,ORD10804,SUP_014,4.18,13,2025-10-17,2025-10-30,2025-11-01,948,26.88,1250,Clear,West,No,0.77,DHL,Weather,0,True,False,True,False,0.13178703208656456
3,268,1932,1,ORD10805,SUP_016,4.92,11,2025-03-20,2025-03-31,2025-04-01,335,15.74,1340,Rainy,North,Yes,0.85,LocalTruckers,Customs,0,True,False,False,True,0.1387163560358611
5,269,1120,0,ORD10806,SUP_007,3.14,4,2025-06-22,2025-06-26,2025-06-27,720,13.42,1345,Rainy,West,Yes,0.62,LocalTruckers,Weather,0,True,False,False,True,0.24017857121412625
3,242,1276,1,ORD10807,SUP_010,2.86,8,2025-08-10,2025-08-18,2025-08-23,690,35.63,1210,Storm,North,Yes,0.92,LocalTruckers,Weather,0,True,False,True,False,0.18965517226516052
5,223,1711,0,ORD10808,SUP_010,2.56,3,2025-08-11,2025-08-14,2025-08-12,735,33.31,1338,Rainy,North,No,0.71,FedEx,Weather,1,True,False,False,True,0.13033313843931435
4,155,1740,1,ORD10809,SUP_004,3.45,9,2025-09-12,2025-09-21,2025-09-19,1471,44.16,775,Clear,East,No,0.85,LocalTruckers,Weather,1,True,False,True,False,0.08908045971891927
2,220,1878,1,ORD10810,SUP_012,3.04,5,2025-10-08,2025-10-13,2025-10-17,981,11.26,1320,Rainy,East,No,0.66,DHL,Weather,0,True,False,False,True,0.11714589983112571
3,256,4480,0,ORD10811,SUP_006,3.73,9,2025-01-18,2025-01-27,2025-01-27,1759,44.74,768,Clear,West,Yes,0.84,FedEx,Weather,1,True,False,False,True,0.05714285713010204
1,162,5869,1,ORD10812,SUP_013,3.81,6,2025-09-10,2025-09-16,2025-09-18,981,45.49,486,Clear,West,No,0.52,LocalTruckers,Weather,0,True,False,True,False,0.02760265802903345
3,139,5199,1,ORD10813,SUP_001,3.37,11,2025-01-24,2025-02-04,2025-02-04,1500,27.85,417,Clear,North,Yes,0.96,FedEx,Weather,1,True,False,True,False,0.026735910746925193
3,207,4847,1,ORD10814,SUP_008,4.37,7,2025-10-08,2025-10-15,2025-10-14,1061,13.07,621,Rainy,West,No,0.89,LocalTruckers,Weather,1,True,False,False,True,0.042706828957559964
1,174,4677,0,ORD10815,SUP_016,4.76,5,2025-11-15,2025-11-20,2025-11-19,1434,47.87,870,Storm,West,Yes,0.83,DHL,Weather,1,True,False,False,True,0.037203335463501526
2,216,4350,1,ORD10816,SUP_005,3.03,10,2025-11-09,2025-11-19,2025-11-17,92,12.88,432,Rainy,North,No,0.66,LocalTruckers,Weather,1,True,False,True,False,0.049655172402378114
3,176,5575,0,ORD10817,SUP_007,4.59,8,2025-08-17,2025-08-25,2025-08-26,960,33.63,528,Storm,South,No,0.91,LocalTruckers,Weather,0,True,False,False,True,0.031569506720794706
3,223,5765,1,ORD10818,SUP_003,2.83,4,2025-02-26,2025-03-02,2025-03-01,1367,29.73,446,Storm,West,No,0.88,FedEx,Weather,1,True,False,True,False,0.03868169990655998
1,135,5934,0,ORD10819,SUP_002,3.07,5,2025-01-20,2025-01-25,2025-01-24,1418,43.4,540,Storm,North,No,0.72,LocalTruckers,Weather,1,False,False,True,False,0.022750252776752567
4,249,5809,1,ORD10820,SUP_002,3.9,10,2025-12-18,2025-12-28,2026-01-02,861,30.1,747,Rainy,West,Yes,0.6,LocalTruckers,Weather,0,False,False,False,True,0.042864520564147954
1,157,4871,0,ORD10821,SUP_020,3.27,12,2025-12-23,2026-01-04,2026-01-04,1069,28.76,785,Storm,West,Yes,0.59,LocalTruckers,Weather,1,False,False,True,False,0.03223157461871657
1,102,4459,1,ORD10822,SUP_010,2.6,9,2025-11-16,2025-11-25,2025-11-30,670,45.23,306,Storm,South,No,0.74,FedEx,Weather,0,False,False,False,True,0.0228750840944438
3,197,4568,0,ORD10823,SUP_020,3.24,12,2025-07-16,2025-07-28,2025-07-28,1315,48.56,591,Storm,North,No,0.88,LocalTruckers,Weather,1,False,False,False,True,0.04312609456148728
5,203,4790,1,ORD10824,SUP_009,4.76,8,2025-06-27,2025-07-05,2025-07-09,1128,31.97,406,Clear,East,No,0.85,LocalTruckers,Traffic,0,False,False,True,False,0.04237995823749896
1,244,5217,0,ORD10825,SUP_018,2.94,3,2025-06-07,2025-06-10,2025-06-15,616,28.19,488,Storm,South,Yes,0.74,FedEx,Weather,0,False,False,False,True,0.04677017442078394
4,258,5324,1,ORD10826,SUP_006,4.41,11,2025-10-16,2025-10-27,2025-10-31,1919,43.24,774,Clear,West,Yes,0.6,DHL,Weather,0,False,False,False,True,0.04845980464904962
5,167,5067,0,ORD10827,SUP_020,4.31,5,2025-12-10,2025-12-15,2025-12-14,1801,43.24,334,Storm,North,Yes,0.62,FedEx,Weather,1,False,False,True,False,0.032958357996258465
5,225,4972,0,ORD10828,SUP_006,2.77,7,2025-06-07,2025-06-14,2025-06-12,1515,22.78,675,Rainy,South,Yes,0.53,DHL,Weather,1,False,False,False,True,0.0452534191381228
3,192,4339,1,ORD10829,SUP_010,3.32,9,2025-03-09,2025-03-18,2025-03-18,156,33.05,576,Clear,North,Yes,0.59,DHL,Weather,1,False,False,False,False,0.04424982713891453
4,199,4163,1,ORD10830,SUP_009,2.97,9,2025-03-09,2025-03-18,2025-03-17,1386,16.16,796,Storm,East,Yes,0.51,DHL,Weather,1,False,False,False,False,0.047802065806437165
5,142,5749,0,ORD10831,SUP_009,2.56,5,2025-05-12,2025-05-17,2025-05-18,1257,35.42,568,Rainy,South,Yes,0.83,DHL,Customs,0,False,False,True,False,0.024699947812715263
4,145,4753,0,ORD10832,SUP_003,2.93,6,2025-04-26,2025-05-02,2025-05-02,1203,43.36,290,Clear,South,No,0.79,DHL,Weather,1,False,False,True,False,0.030507048173678296
1,148,5536,0,ORD10833,SUP_012,3.0,12,2025-04-25,2025-05-07,2025-05-06,1572,17.5,592,Rainy,East,No,0.98,LocalTruckers,Weather,1,False,False,True,False,0.026734104041413635
5,258,5376,0,ORD10834,SUP_011,2.91,9,2025-02-28,2025-03-09,2025-03-13,685,22.92,1290,Storm,West,Yes,0.87,FedEx,Weather,0,False,False,True,False,0.04799107141964452
4,114,4423,0,ORD10835,SUP_014,2.73,10,2025-05-26,2025-06-05,2025-06-10,467,27.96,570,Storm,West,No,0.62,FedEx,Traffic,0,False,False,False,False,0.025774361287412534
4,143,5291,0,ORD10836,SUP_019,3.82,4,2025-06-09,2025-06-13,2025-06-15,98,43.8,286,Storm,North,Yes,0.85,LocalTruckers,Weather,0,False,False,True,False,0.027027027021918913
4,186,4851,1,ORD10837,SUP_010,3.31,11,2025-04-02,2025-04-13,2025-04-13,369,39.25,372,Storm,East,Yes,0.51,FedEx,Weather,1,False,False,True,False,0.038342609763277136
4,212,4742,0,ORD10838,SUP_019,4.77,9,2025-02-06,2025-02-15,2025-02-17,302,22.67,424,Clear,East,Yes,0.98,FedEx,Customs,0,False,False,True,False,0.04470687472697029
2,145,5400,0,ORD10839,SUP_005,2.97,10,2025-11-20,2025-11-30,2025-11-30,1928,19.72,435,Clear,South,No,0.8,FedEx,Weather,1,False,False,False,True,0.026851851846879285
