order_id,supplier_id,supplier_rating,supplier_lead_time,order_date,promised_delivery_date,actual_delivery_date,shipment_mode,shipping_distance_km,order_quantity,unit_price,total_order_value,weather_condition,region,holiday_period,previous_on_time_rate,carrier_name,delayed_reason_code,on_time_delivery
8244.0,9926.0,3.3,4,2024-01-24,2024-01-28,2024-01-31,Air,89,93,1524.84,141810.12,Cloudy,South,Yes,99.2,DHL,Weather,0
8245.0,7876.0,4.4,5,2024-06-04,2024-06-09,2024-06-08,Road,1171,30,4491.88,134756.4,Cloudy,West,Yes,85.5,EcomExpress,,1
8246.0,4627.0,3.0,5,2024-07-04,2024-07-09,2024-07-10,Air,558,13,2588.45,33649.85,Clear,North,Yes,84.6,Delhivery,Customs,0
8247.0,9623.0,2.7,10,2024-05-13,2024-05-23,2024-05-28,Road,675,75,1319.91,98993.25,Cloudy,North,Yes,83.1,Delhivery,Operational,0
8248.0,6576.0,3.8,9,2024-01-25,2024-02-03,2024-02-02,Road,1025,57,1746.41,99545.37,Cloudy,East,Yes,75.9,DHL,Traffic,1
8249.0,3704.0,2.7,6,2024-08-24,2024-08-30,2024-09-03,Air,711,18,3351.36,60324.48,Rainy,South,Yes,74.6,Delhivery,,0
8250.0,6713.0,2.9,6,2024-10-07,2024-10-13,2024-10-16,Road,805,93,1788.24,166306.32,Cloudy,South,No,97.8,EcomExpress,,0
8251.0,7227.0,4.9,8,2024-02-21,2024-02-29,2024-03-04,Air,592,44,525.61,23126.84,Cloudy,North,No,80.2,FedEx,Traffic,0
8252.0,5176.0,2.8,8,2024-01-11,2024-01-19,2024-01-21,Air,1266,72,2675.07,192605.04,Storm,East,No,89.6,Delhivery,Customs,0
8253.0,8851.0,3.3,6,2024-09-16,2024-09-22,2024-09-23,Sea,399,28,811.92,22733.76,Cloudy,North,Yes,71.4,Delhivery,,0
8254.0,6830.0,4.9,4,2024-03-24,2024-03-28,2024-03-29,Sea,199,97,4801.59,465754.23,Cloudy,West,No,91.9,EcomExpress,Customs,0
8255.0,1542.0,3.4,6,2024-08-12,2024-08-18,2024-08-23,Sea,1451,44,3689.95,162357.8,Clear,West,No,92.3,FedEx,Traffic,0
8256.0,8148.0,3.0,10,2024-07-19,2024-07-29,2024-08-02,Road,782,34,195.08,6632.72,Storm,West,No,70.8,EcomExpress,,0
8257.0,2643.0,4.6,7,2024-04-26,2024-05-03,2024-05-04,Road,533,96,3694.14,354637.44,Storm,North,No,87.9,DHL,Traffic,0
8258.0,,3.5,7,2024-09-05,2024-09-12,2024-09-13,Road,1274,41,3299.03,135260.23,Rainy,North,No,82.6,EcomExpress,,0
8259.0,7207.0,4.0,2,2024-08-31,2024-09-02,2024-09-01,Air,637,71,112.78,8007.38,Rainy,East,No,71.5,BlueDart,Weather,1
8260.0,,2.9,7,2024-07-21,2024-07-28,2024-07-30,Sea,1265,5,2112.49,10562.45,Rainy,East,Yes,92.1,DHL,Weather,0
8261.0,4494.0,4.9,3,2024-06-28,2024-07-01,2024-07-05,Road,1208,55,4439.11,244151.05,Cloudy,North,Yes,75.6,FedEx,,0
8262.0,8692.0,3.2,3,2024-11-07,2024-11-10,2024-11-13,Air,1283,89,2331.94,207542.66,Storm,West,Yes,78.1,BlueDart,,0
8263.0,3522.0,3.6,4,2024-02-08,2024-02-12,2024-02-15,Air,1103,76,4795.84,364483.84,Rainy,South,No,79.0,FedEx,Weather,0
8264.0,1114.0,3.1,5,2024-10-07,2024-10-12,2024-10-14,Air,510,55,801.73,44095.15,Storm,Nest,No,98.2,BlueDart,Operational,0
8265.0,3495.0,4.5,10,2024-06-11,2024-06-21,2024-06-25,Sea,1046,41,2959.93,121357.13,Clear,East,No,85.2,BlueDart,Customs,0
8266.0,9502.0,3.2,7,2024-05-02,2024-05-09,2024-05-14,Air,258,30,4178.34,125350.2,Storm,West,No,79.5,BlueDart,Operational,0
8267.0,1587.0,2.9,9,2024-09-02,2024-09-11,2024-09-12,Road,72,98,3214.63,315033.74,Cloudy,South,Yes,92.5,EcomExpress,,0
8268.0,4830.0,3.4,8,2024-09-29,2024-10-07,2024-10-09,Air,284,23,4332.68,99651.64,Clear,East,No,95.8,Delhivery,Weather,0
8269.0,1363.0,3.5,10,2024-10-30,2024-11-09,2024-11-11,Sea,1078,45,3734.12,168035.4,Clear,North,No,77.7,BlueDart,Customs,0
8270.0,3813.0,2.7,10,2024-04-06,2024-04-16,2024-04-18,Road,1008,40,1527.73,61109.2,Clear,East,No,73.1,Delhivery,Operational,0
8271.0,7968.0,4.7,5,2024-02-18,2024-02-23,2024-02-26,Road,973,4,576.83,2307.32,Storm,West,Yes,98.8,Delhivery,Customs,0
8272.0,1316.0,4.1,4,2024-06-30,2024-07-04,2024-07-09,Sea,426,17,3688.25,62700.25,Cloudy,East,Yes,82.7,DHL,Traffic,0
8273.0,5164.0,4.2,4,2024-06-20,2024-06-24,2024-06-26,Road,917,98,1616.46,158413.08,Rainy,North,Yes,99.2,EcomExpress,Operational,0
8274.0,9312.0,4.7,7,2024-01-06,2024-01-13,2024-01-18,Road,85,96,2678.87,257171.52,Rainy,South,No,97.8,DHL,Traffic,0
8275.0,2269.0,3.5,2,2024-02-19,2024-02-21,2024-02-22,Sea,1246,20,2883.81,57676.2,Cloudy,Central,No,74.0,FedEx,Weather,0
8276.0,9658.0,4.0,4,2024-08-24,2024-08-28,2024-09-02,Air,889,59,1873.07,110511.13,Clear,Central,No,83.5,DHL,Customs,0
8277.0,3069.0,4.8,7,2024-05-19,2024-05-26,2024-05-26,Road,698,69,2402.48,165771.12,Storm,South,No,83.7,BlueDart,,1
8278.0,6356.0,4.6,6,2024-02-24,2024-03-01,2024-03-01,Air,62,39,3763.47,146775.33,Clear,West,Yes,92.4,DHL,Operational,1
8279.0,7315.0,4.4,4,2024-04-07,2024-04-11,2024-04-14,Air,213,1,3384.29,3384.29,Cloudy,North,Yes,89.5,BlueDart,,0
8280.0,9867.0,3.0,5,2024-02-29,2024-03-05,2024-03-07,Sea,460,72,1960.18,141132.96,Storm,South,Yes,90.4,DHL,Customs,0
8281.0,5747.0,3.6,4,2024-11-09,2024-11-13,2024-11-12,Air,31,11,545.23,5997.53,Cloudy,North,No,98.3,Delhivery,,1
8282.0,6492.0,5.0,6,2024-05-15,2024-05-21,2024-05-26,Sea,223,82,4987.41,408967.62,Storm,East,No,70.6,EcomExpress,,0
8283.0,6526.0,3.2,9,2024-01-15,2024-01-24,2024-01-28,Sea,1295,48,3709.84,178072.32,Cloudy,West,No,82.5,FedEx,Weather,0
8284.0,8487.0,3.0,5,2024-05-10,2024-05-15,2024-05-15,Road,687,66,2754.3,181783.8,Storm,North,Yes,74.4,EcomExpress,Operational,1
8285.0,6113.0,4.6,3,2024-03-21,2024-03-24,2024-03-24,Road,477,25,292.46,7311.5,Cloudy,Central,No,96.9,BlueDart,Weather,1
8286.0,9344.0,3.0,6,2024-08-14,2024-08-20,2024-08-24,Road,529,24,3947.99,94751.76,Cloudy,West,No,88.7,Delhivery,Weather,0
8287.0,9701.0,2.6,9,2024-08-30,2024-09-08,2024-09-08,Sea,1031,99,1289.15,127625.85,Storm,North,Yes,99.2,FedEx,Weather,1
8288.0,1853.0,4.0,8,2024-08-22,2024-08-30,2024-08-30,Road,1499,60,1647.36,98841.6,Storm,North,Yes,87.9,DHL,Traffic,1
8289.0,5422.0,3.0,10,2024-01-10,2024-01-20,2024-01-23,Sea,1058,48,2045.69,98193.12,Storm,Central,Yes,76.0,FedEx,Weather,0
8290.0,5673.0,4.8,7,2024-04-15,2024-04-22,2024-04-24,Sea,638,31,1739.62,53928.22,Clear,South,Yes,99.7,EcomExpress,Traffic,0
8291.0,2778.0,3.7,4,2024-02-15,2024-02-19,2024-02-21,Air,1213,67,1360.59,91159.53,Rainy,West,No,90.6,EcomExpress,Customs,0
8292.0,2848.0,3.4,8,2024-07-22,2024-07-30,2024-07-29,Air,285,80,431.09,34487.2,Clear,West,No,91.7,Delhivery,Operational,1
8293.0,1879.0,3.5,4,2024-03-31,2024-04-04,2024-04-04,Road,708,4,2734.28,10937.12,Clear,West,Yes,95.7,BlueDart,Customs,1
8294.0,3649.0,2.5,3,2024-02-05,2024-02-08,2024-02-11,Sea,1128,67,1197.17,80210.39,Rainy,South,No,95.2,BlueDart,,0
8295.0,6386.0,3.6,9,2024-02-04,2024-02-13,2024-02-12,Road,1396,51,3186.5,162511.5,Clear,West,Yes,99.2,DHL,Operational,1
8296.0,4393.0,3.2,10,2024-07-27,2024-08-06,2024-08-05,Sea,1232,100,3116.2,311620.0,Rainy,West,Yes,75.9,EcomExpress,Customs,1
8297.0,4603.0,4.0,5,2024-01-13,2024-01-18,2024-01-22,Road,732,97,119.61,11602.17,Storm,Central,Yes,84.4,EcomExpress,,0
8298.0,7652.0,4.1,2,2024-10-29,2024-10-31,2024-11-01,Sea,1244,19,2551.23,48473.37,Clear,Central,No,93.0,EcomExpress,Customs,0
8299.0,9631.0,4.8,2,2024-05-03,2024-05-05,2024-05-08,Air,1159,22,2889.5,63569.0,Rainy,Central,No,97.9,BlueDart,,0
8300.0,7859.0,4.4,7,2024-09-19,2024-09-26,2024-09-27,Road,1413,94,4589.33,431397.02,Storm,South,Yes,95.1,Delhivery,Operational,0
8301.0,6540.0,4.6,8,2024-03-04,2024-03-12,2024-03-14,Road,890,69,1756.67,121210.23,Storm,East,No,90.8,DHL,Customs,0
8302.0,6655.0,4.7,8,2024-05-18,2024-05-26,2024-05-26,Sea,46,84,1773.16,148945.44,Cloudy,East,Yes,82.4,EcomExpress,Operational,1
8303.0,6832.0,4.1,10,2024-09-28,2024-10-08,2024-10-10,Road,1043,3,2332.6,6997.8,Clear,East,Yes,81.3,Delhivery,Traffic,0
8304.0,1122.0,2.5,6,2024-03-07,2024-03-13,2024-03-14,Sea,1393,99,2501.29,247627.71,Clear,North,No,93.6,Delhivery,Traffic,0
8305.0,6039.0,3.7,9,2024-09-04,2024-09-13,2024-09-12,Road,237,22,2933.1,64528.2,Storm,East,No,81.7,Delhivery,,1
8306.0,6825.0,3.9,6,2024-01-31,2024-02-06,2024-02-10,Sea,864,80,2105.56,168444.8,Storm,West,Yes,97.4,Delhivery,Weather,0
8307.0,1736.0,4.5,7,2024-03-05,2024-03-12,2024-03-12,Road,269,34,4269.97,145178.98,Clear,West,No,99.5,Delhivery,Customs,1
8308.0,6926.0,4.1,8,2024-05-23,2024-05-31,2024-06-05,Sea,1112,15,909.9,13648.5,Cloudy,North,Yes,91.6,EcomExpress,Customs,0
8309.0,4501.0,4.0,3,2024-05-07,2024-05-10,2024-05-09,Sea,400,26,1579.95,41078.7,Cloudy,South,Yes,86.7,FedEx,Weather,1
8310.0,7621.0,3.1,9,2024-03-14,2024-03-23,2024-03-27,Air,329,85,4776.53,406005.05,Clear,West,No,86.8,FedEx,Weather,0
8311.0,6569.0,4.6,8,2024-04-02,2024-04-10,2024-04-14,Road,959,20,2324.94,46498.8,Storm,North,No,84.9,DHL,,0
8312.0,2436.0,4.7,5,2024-01-21,2024-01-26,2024-01-25,Sea,218,27,447.67,12087.09,Storm,South,No,89.9,FedEx,Customs,1
8313.0,6126.0,3.5,10,2024-02-10,2024-02-20,2024-02-21,Sea,1019,20,1874.63,37492.6,Rainy,South,No,81.2,FedEx,Operational,0
8314.0,8087.0,2.9,5,2024-10-12,2024-10-17,2024-10-22,Air,986,49,4893.95,239803.55,Storm,Central,No,82.5,Delhivery,,0
8315.0,1099.0,4.8,4,2024-11-11,2024-11-15,2024-11-14,Sea,939,4,694.18,2776.72,Clear,North,Yes,90.2,DHL,,1
8316.0,1228.0,2.8,3,2024-10-15,2024-10-18,2024-10-21,Sea,1109,75,2155.48,161661.0,Clear,North,Yes,79.7,FedEx,Customs,0
8317.0,8882.0,2.9,3,2024-02-05,2024-02-08,2024-02-11,Air,445,68,4020.24,273376.32,Clear,Central,Yes,82.4,EcomExpress,Weather,0
8318.0,1103.0,3.6,10,2024-08-05,2024-08-15,2024-08-16,Road,614,34,4030.2,137026.8,Cloudy,South,Yes,91.8,BlueDart,Weather,0
8319.0,5193.0,4.3,5,2024-06-27,2024-07-02,2024-07-06,Road,727,72,2211.78,159248.16,Storm,North,No,70.4,EcomExpress,Weather,0
8320.0,1760.0,2.9,7,2024-10-20,2024-10-27,2024-10-28,Road,364,70,3573.68,250157.6,Rainy,East,No,88.5,Delhivery,Customs,0
8321.0,7072.0,3.4,6,2024-02-04,2024-02-10,2024-02-15,Air,509,22,3653.99,80387.78,Rainy,East,Yes,83.8,BlueDart,Customs,0
8322.0,3460.0,4.2,8,2024-07-20,2024-07-28,2024-07-28,Air,1199,93,3675.77,341846.61,Cloudy,Central,No,87.2,FedEx,,1
8323.0,5175.0,4.8,6,2024-02-15,2024-02-21,2024-02-22,Sea,1489,44,2377.26,104599.44,Cloudy,South,No,78.3,FedEx,Weather,0
,3735.0,4.3,5,2024-03-25,2024-03-30,2024-03-30,Road,781,75,1835.51,137663.25,Cloudy,Central,No,83.4,Delhivery,Traffic,1
8325.0,5388.0,3.4,2,2024-05-18,2024-05-20,2024-05-25,Sea,242,69,4223.0,291387.0,Storm,North,Yes,86.6,DHL,Weather,0
8326.0,4113.0,3.8,7,2024-04-07,2024-04-14,2024-04-15,Road,627,65,3968.68,257964.2,Cloudy,East,No,96.3,DHL,Operational,0
8327.0,3365.0,4.0,8,2024-05-06,2024-05-14,2024-05-13,Road,1121,92,4668.13,429467.96,Clear,West,No,76.5,EcomExpress,Operational,1
8328.0,6827.0,3.4,10,2024-09-27,2024-10-07,2024-10-07,Air,554,69,2399.12,165539.28,Cloudy,South,No,94.7,BlueDart,Traffic,1
8329.0,9914.0,3.2,10,2024-02-24,2024-03-05,2024-03-05,Road,1182,48,4117.03,197617.44,Cloudy,West,No,93.9,EcomExpress,Weather,1
8330.0,1496.0,4.4,9,2024-07-06,2024-07-15,2024-07-17,Road,796,60,4818.42,289105.2,Storm,Central,No,98.5,Delhivery,Operational,0
8331.0,9866.0,3.0,2,2024-06-15,2024-06-17,2024-06-21,Sea,1159,46,4341.69,199717.74,Cloudy,North,No,79.0,BlueDart,Traffic,0
8332.0,8240.0,4.5,2,2024-08-05,2024-08-07,2024-08-10,Air,1171,4,2509.11,10036.44,Storm,North,Yes,77.9,Delhivery,,0
8333.0,1985.0,4.0,5,2024-03-12,2024-03-17,2024-03-19,Road,1131,80,1128.09,90247.2,Rainy,North,Yes,95.2,FedEx,Weather,0
8334.0,3737.0,3.4,6,2024-10-12,2024-10-18,2024-10-21,Road,778,99,2119.31,209811.69,Cloudy,South,No,90.7,DHL,Operational,0
8335.0,1391.0,4.7,6,2024-11-20,2024-11-26,2024-11-26,Sea,1015,75,2894.71,217103.25,Storm,South,No,98.6,BlueDart,Operational,1
8336.0,1414.0,3.4,5,2024-01-05,2024-01-10,2024-01-15,Road,1303,47,2609.13,122629.11,Rainy,West,No,88.3,Delhivery,,0
8337.0,8363.0,3.4,2,2024-09-30,2024-10-02,2024-10-01,Road,22,8,4746.02,37968.16,Clear,West,No,89.5,BlueDart,Weather,1
8338.0,1688.0,2.7,5,2024-06-15,2024-06-20,2024-06-19,Air,474,97,4719.98,457838.06,Storm,West,No,93.0,BlueDart,Weather,1
8339.0,9244.0,3.2,9,2024-09-11,2024-09-20,2024-09-19,Air,932,43,1072.93,46135.99,Storm,South,Yes,79.9,Delhivery,Operational,1
8340.0,3399.0,3.8,4,2024-01-21,2024-01-25,2024-01-28,Road,576,3,2746.23,8238.69,Storm,East,Yes,87.4,EcomExpress,Operational,0
8341.0,1935.0,3.5,6,2024-05-01,2024-05-07,2024-05-12,Sea,773,40,4642.73,185709.2,Storm,South,No,77.5,BlueDart,Traffic,0
8342.0,3758.0,3.7,5,2024-02-23,2024-02-28,2024-03-03,Sea,125,33,3490.67,115192.11,Rainy,East,No,76.0,Delhivery,Operational,0
8343.0,1207.0,4.2,10,2024-04-17,2024-04-27,2024-04-30,Air,1244,5,4035.79,20178.95,Rainy,West,Yes,83.2,DHL,Customs,0
8344.0,8622.0,4.6,7,2024-07-16,2024-07-23,2024-07-22,Air,81,77,1479.91,113953.07,Storm,East,No,84.5,Delhivery,Traffic,1
8345.0,1737.0,4.4,9,2024-07-03,2024-07-12,2024-07-16,Road,488,33,3337.76,110146.08,Clear,Central,No,89.8,DHL,Weather,0
8346.0,7378.0,4.7,8,2024-10-17,2024-10-25,2024-10-29,Air,480,19,3258.35,61908.65,Rainy,East,Yes,73.7,BlueDart,,0
8347.0,3968.0,3.4,5,2024-07-19,2024-07-24,2024-07-23,Sea,110,14,1552.92,21740.88,Storm,South,Yes,98.0,Delhivery,Customs,1
8348.0,6518.0,4.4,4,2024-10-27,2024-10-31,2024-11-03,Sea,590,98,1565.8,153448.4,Clear,Central,No,80.5,Delhivery,Customs,0
8349.0,2771.0,,5,2024-01-17,2024-01-22,2024-01-23,Sea,297,45,1210.65,54479.25,Cloudy,Central,Yes,85.0,Delhivery,Weather,0
8350.0,2671.0,3.4,6,2024-07-23,2024-07-29,2024-07-29,Road,1012,30,3395.01,101850.3,Storm,West,Yes,95.7,BlueDart,Operational,1
8351.0,1637.0,3.4,7,2024-03-27,2024-04-03,2024-04-04,Air,418,11,1470.08,16170.88,Storm,Central,Yes,75.5,Delhivery,,0
8352.0,6419.0,4.2,10,2024-01-28,2024-02-07,2024-02-07,Air,1134,89,1026.16,91328.24,Clear,West,No,73.3,EcomExpress,Weather,1
8353.0,4585.0,4.8,2,2024-01-22,2024-01-24,2024-01-29,Sea,570,13,1692.93,22008.09,Cloudy,West,Yes,81.4,BlueDart,Operational,0
8354.0,3948.0,3.8,8,2024-03-20,2024-03-28,2024-03-31,Road,840,53,3746.63,198571.39,Rainy,South,No,95.9,DHL,,0
8355.0,6183.0,4.5,4,2024-06-18,2024-06-22,2024-06-25,Air,107,66,1248.31,82388.46,Storm,North,No,82.6,BlueDart,Weather,0
8356.0,1834.0,2.9,9,2024-04-01,2024-04-10,2024-04-09,Air,1282,14,1308.93,18325.02,Clear,Central,No,94.8,DHL,Customs,1
8357.0,1146.0,3.0,10,2024-10-13,2024-10-23,2024-10-23,Road,421,1,3707.98,3707.98,Storm,North,No,84.8,EcomExpress,Traffic,1
8358.0,3539.0,3.2,2,2024-04-17,2024-04-19,2024-04-21,Road,819,28,4419.41,123743.48,Rainy,East,No,76.9,DHL,Weather,0
8359.0,8993.0,5.0,5,2024-04-01,2024-04-06,2024-04-08,Road,1385,65,861.45,55994.25,Clear,West,No,70.6,BlueDart,,0
8360.0,8835.0,4.3,3,2024-06-29,2024-07-02,2024-07-04,Sea,368,34,4250.6,144520.4,Storm,Central,Yes,77.5,BlueDart,,0
8361.0,4771.0,3.5,3,2024-05-11,2024-05-14,2024-05-16,Air,483,94,4734.36,445029.84,Storm,South,No,98.1,EcomExpress,Weather,0
8362.0,6710.0,4.2,3,2024-08-23,2024-08-26,2024-08-29,Air,1426,67,1795.45,120295.15,Clear,Central,No,94.4,DHL,Traffic,0
8363.0,2516.0,3.3,2,2024-07-09,2024-07-11,2024-07-10,Air,1147,40,1094.94,43797.6,Rainy,West,No,76.1,FedEx,Operational,1
8364.0,4153.0,3.5,6,2024-07-05,2024-07-11,2024-07-15,Air,803,23,2829.72,65083.56,Cloudy,West,Yes,73.5,BlueDart,,0
8365.0,4690.0,3.3,9,2024-07-31,2024-08-09,2024-08-13,Air,690,67,2362.14,158263.38,Storm,East,Yes,76.1,Delhivery,Operational,0
8366.0,5109.0,3.7,2,2024-05-11,2024-05-13,2024-05-15,Road,104,63,4357.18,274502.34,Rainy,South,Yes,91.8,Delhivery,Traffic,0
8367.0,1198.0,4.0,7,2024-01-25,2024-02-01,2024-02-04,Road,1054,12,2177.49,26129.88,Storm,East,Yes,81.2,FedEx,Customs,0
8368.0,8080.0,2.6,5,2024-11-22,2024-11-27,2024-11-28,Sea,790,50,1972.8,98640.0,Clear,South,No,87.0,Delhivery,Traffic,0
8369.0,9089.0,4.7,5,2024-04-21,2024-04-26,2024-04-25,Road,1324,92,982.98,90434.16,Rainy,East,Yes,98.2,Delhivery,Operational,1
8370.0,8802.0,2.8,5,2024-02-07,2024-02-12,2024-02-15,Air,1440,63,4687.87,295335.81,Clear,East,Yes,73.0,EcomExpress,,0
8371.0,9583.0,2.9,6,2024-08-29,2024-09-04,2024-09-08,Road,182,5,1714.94,8574.7,Clear,North,No,80.6,BlueDart,Traffic,0
8372.0,6543.0,4.9,10,2024-08-29,2024-09-08,2024-09-07,Sea,1005,45,4447.3,200128.5,Storm,North,Yes,81.6,EcomExpress,Customs,1
8373.0,9855.0,4.3,7,2024-03-13,2024-03-20,2024-03-19,Sea,909,37,987.28,36529.36,Clear,South,Yes,89.5,FedEx,,1
8374.0,3126.0,3.5,5,2024-03-29,2024-04-03,2024-04-06,Air,165,60,2361.28,141676.8,Rainy,Central,No,91.5,EcomExpress,Traffic,0
8375.0,6841.0,4.9,7,2024-09-26,2024-10-03,2024-10-08,Sea,196,1,1002.04,1002.04,Storm,East,No,92.7,BlueDart,Operational,0
8376.0,8494.0,3.6,10,2024-05-02,2024-05-12,2024-05-11,Road,37,16,1611.62,25785.92,Cloudy,East,No,99.8,EcomExpress,Traffic,1
8377.0,2144.0,4.7,9,2024-09-27,2024-10-06,2024-10-10,Air,215,1,1445.57,1445.57,Cloudy,East,Yes,99.0,EcomExpress,Weather,0
8378.0,3380.0,4.9,10,2024-03-12,2024-03-22,2024-03-24,Air,1416,31,140.06,4341.86,Rainy,West,Yes,82.7,FedEx,Customs,0
8379.0,4956.0,2.6,5,2024-05-19,2024-05-24,2024-05-24,Sea,1003,73,4537.75,331255.75,Rainy,East,No,71.4,Delhivery,Traffic,1
8380.0,8470.0,3.4,8,2024-03-05,2024-03-13,2024-03-14,Road,382,9,4765.07,42885.63,Rainy,North,No,98.9,FedEx,Weather,0
8381.0,5043.0,2.8,2,2024-08-14,2024-08-16,2024-08-21,Road,939,45,176.34,7935.3,Storm,Central,No,80.8,EcomExpress,,0
8382.0,6698.0,2.9,10,2024-08-29,2024-09-08,2024-09-10,Air,532,59,1745.77,103000.43,Cloudy,South,No,85.2,Delhivery,Customs,0
8383.0,3253.0,3.5,10,2024-05-19,2024-05-29,2024-05-29,Air,1099,62,1000.47,62029.14,Rainy,East,Yes,97.0,BlueDart,Operational,1
8384.0,7749.0,2.9,2,2024-04-26,2024-04-28,2024-04-27,Road,1337,90,1492.52,134326.8,Rainy,North,Yes,85.7,EcomExpress,Traffic,1
8385.0,9959.0,3.2,4,2024-04-29,2024-05-03,2024-05-07,Air,89,31,1351.51,41896.81,Cloudy,North,No,96.5,BlueDart,Customs,0
8386.0,4257.0,3.8,9,2024-03-30,2024-04-08,2024-04-07,Road,307,42,4903.06,205928.52,Clear,North,No,81.2,EcomExpress,,1
8387.0,2654.0,3.1,5,2024-03-16,2024-03-21,2024-03-22,Air,1287,68,4136.96,281313.28,Storm,South,No,81.7,EcomExpress,Customs,0
8388.0,4260.0,3.6,10,2024-11-01,2024-11-11,2024-11-16,Sea,502,43,214.45,9221.35,Cloudy,East,Yes,94.3,DHL,Weather,0
8389.0,4476.0,4.0,7,2024-10-25,2024-11-01,2024-11-04,Air,1175,16,4988.12,79809.92,Storm,East,Yes,82.8,Delhivery,Weather,0
8390.0,7547.0,4.0,9,2024-11-18,2024-11-27,2024-11-30,Air,151,63,161.41,10168.83,Rainy,Central,No,72.2,DHL,,0
8391.0,6192.0,4.2,2,2024-11-15,2024-11-17,2024-11-18,Road,1428,22,139.52,3069.44,Storm,South,Yes,86.0,FedEx,Weather,0
8392.0,,3.1,5,2024-05-06,2024-05-11,2024-05-13,Road,494,75,3065.31,229898.25,Storm,South,No,93.8,FedEx,Weather,0
8393.0,8405.0,2.6,9,2024-08-06,2024-08-15,2024-08-14,Sea,852,50,2445.04,122252.0,Storm,Central,Yes,95.4,EcomExpress,Traffic,1
8394.0,1044.0,3.5,7,2024-08-15,2024-08-22,2024-08-21,Sea,489,24,569.03,13656.72,Storm,West,Yes,71.2,Delhivery,,1
8395.0,5267.0,4.3,9,2024-05-09,2024-05-18,2024-05-21,Sea,1388,67,3581.35,239950.45,Cloudy,East,No,88.2,EcomExpress,Operational,0
8396.0,1119.0,3.1,7,2024-06-01,2024-06-08,2024-06-11,Road,753,1,3005.95,3005.95,Cloudy,North,Yes,76.2,DHL,,0
8397.0,3346.0,2.6,5,2024-10-09,2024-10-14,2024-10-18,Air,829,35,2332.13,81624.55,Storm,West,No,83.7,EcomExpress,Weather,0
8398.0,5590.0,3.4,6,2024-08-04,2024-08-10,2024-08-11,Sea,251,5,1792.3,8961.5,Storm,East,Yes,87.7,BlueDart,Weather,0
8399.0,1212.0,4.1,5,2024-06-01,2024-06-06,2024-06-06,Sea,718,43,3484.6,149837.8,Clear,South,No,84.7,EcomExpress,Customs,1
8400.0,6155.0,3.2,5,2024-04-16,2024-04-21,2024-04-20,Sea,912,72,1448.75,104310.0,Cloudy,East,Yes,95.0,BlueDart,Operational,1
8401.0,1395.0,4.1,4,2024-04-26,2024-04-30,2024-05-03,Sea,1306,47,3063.05,143963.35,Clear,West,No,74.8,FedEx,Operational,0
8402.0,9641.0,4.5,7,2024-09-25,2024-10-02,2024-10-06,Sea,619,96,3260.08,312967.68,Clear,Central,No,70.3,DHL,Operational,0
8403.0,6419.0,4.0,9,2024-10-13,2024-10-22,2024-10-21,Sea,1109,43,943.35,40564.05,Cloudy,East,Yes,70.7,EcomExpress,Customs,1
8404.0,9706.0,4.4,6,2024-01-08,2024-01-14,2024-01-18,Sea,309,100,212.22,21222.0,Clear,Central,No,92.4,Delhivery,Weather,0
8405.0,2051.0,4.0,3,2024-04-14,2024-04-17,2024-04-21,Air,914,40,1283.51,51340.4,Cloudy,Central,No,86.6,EcomExpress,Operational,0
8406.0,3895.0,3.0,5,2024-08-19,2024-08-24,2024-08-25,Road,229,29,3681.34,106758.86,Rainy,West,Yes,71.6,FedEx,Weather,0
8407.0,5193.0,4.5,4,2024-02-28,2024-03-03,2024-03-03,Sea,629,51,4704.91,239950.41,Storm,East,No,89.0,DHL,Operational,1
8408.0,3527.0,3.6,2,2024-03-28,2024-03-30,2024-03-29,Air,108,8,2474.61,19796.88,Clear,East,Yes,95.6,FedEx,Weather,1
8409.0,4956.0,3.3,4,2024-10-22,2024-10-26,2024-10-30,Road,1143,40,3515.56,140622.4,Clear,Central,Yes,92.3,BlueDart,Weather,0
8410.0,4705.0,4.2,10,2024-02-09,2024-02-19,2024-02-19,Road,762,57,3358.59,191439.63,Rainy,Central,Yes,70.1,BlueDart,Customs,1
8411.0,7948.0,5.0,7,2024-05-06,2024-05-13,2024-05-12,Road,885,31,3303.44,102406.64,Clear,North,Yes,94.8,BlueDart,Operational,1
8412.0,2625.0,4.5,3,2024-06-10,2024-06-13,2024-06-12,Air,508,82,1476.96,121110.72,Cloudy,South,No,73.7,FedEx,Operational,1
8413.0,1263.0,4.2,10,2024-03-01,2024-03-11,2024-03-11,Road,1261,61,3554.24,216808.64,Cloudy,Central,No,88.3,Delhivery,Weather,1
8414.0,4578.0,3.2,4,2024-07-13,2024-07-17,2024-07-22,Air,88,70,4092.6,286482.0,Clear,East,Yes,88.7,BlueDart,Traffic,0
8415.0,7967.0,,8,2024-04-11,2024-04-19,2024-04-19,Air,232,52,3384.28,175982.56,Clear,Central,No,84.5,FedEx,Operational,1
8416.0,2100.0,4.6,8,2024-01-12,2024-01-20,2024-01-24,Road,1476,81,4509.38,365259.78,Clear,East,No,88.5,DHL,Traffic,0
8417.0,6293.0,4.6,7,2024-06-20,2024-06-27,2024-06-28,Sea,976,11,2296.03,25256.33,Rainy,Central,Yes,70.9,FedEx,Weather,0
